Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
17/10/2004,13.00.00,-200,1017,-200,11,1,1020,-200,744,-200,1478,752,21,6
17/10/2004,14.00.00,-200,979,-200,12,2,1057,-200,701,-200,1473,760,22,0
17/10/2004,15.00.00,-200,843,-200,4,7,748,-200,999,-200,1179,505,22,1
17/10/2004,16.00.00,-200,877,-200,5,1,769,-200,962,-200,1212,529,22,4
17/10/2004,17.00.00,-200,1053,-200,12,7,1072,-200,733,-200,1495,832,20,9
17/10/2004,18.00.00,-200,1047,-200,11,6,1037,-200,749,-200,1429,904,19,8
17/10/2004,19.00.00,-200,1105,-200,12,7,1074,-200,712,-200,1457,1050,18,2
17/10/2004,20.00.00,-200,1008,-200,9,7,968,-200,783,-200,1348,1000,17,3
17/10/2004,21.00.00,-200,975,-200,7,8,891,-200,814,-200,1361,911,15,8
17/10/2004,22.00.00,-200,954,-200,6,8,850,-200,840,-200,1321,858,15,5
17/10/2004,23.00.00,-200,987,-200,8,1,904,-200,808,-200,1344,903,15,5
18/10/2004,00.00.00,-200,880,-200,5,4,784,-200,922,-200,1252,781,15,8
18/10/2004,01.00.00,-200,856,-200,4,4,732,-200,988,-200,1247,714,14,8
18/10/2004,02.00.00,-200,788,-200,2,4,614,-200,1116,-200,1177,625,14,8
18/10/2004,03.00.00,-200,760,-200,1,6,555,-200,1226,-200,1158,568,13,8
18/10/2004,04.00.00,-200,777,-200,1,8,570,-200,1191,-200,1167,616,14,5
18/10/2004,05.00.00,-200,825,-200,3,1,661,-200,1074,-200,1207,710,14,0
18/10/2004,06.00.00,-200,1011,-200,9,2,947,-200,759,-200,1425,953,12,6
18/10/2004,07.00.00,-200,1237,-200,20,8,1319,-200,576,-200,1741,1271,13,3
18/10/2004,08.00.00,-200,1298,-200,26,8,1473,-200,514,-200,1884,1447,14,4
18/10/2004,09.00.00,-200,1153,-200,17,7,1230,-200,616,-200,1565,1296,16,8
18/10/2004,10.00.00,-200,1101,-200,14,2,1124,-200,646,-200,1521,1217,19,7
18/10/2004,11.00.00,-200,1215,-200,16,8,1203,-200,599,-200,1664,1341,21,1
18/10/2004,12.00.00,-200,1163,-200,16,0,1179,-200,608,-200,1641,1180,22,2
18/10/2004,13.00.00,-200,1285,-200,19,9,1293,-200,549,-200,1797,1365,21,4
18/10/2004,14.00.00,-200,1288,-200,18,5,1253,-200,537,-200,1763,1410,19,9
18/10/2004,15.00.00,-200,1362,-200,21,4,1334,-200,512,-200,1862,1529,20,3
18/10/2004,16.00.00,-200,1405,-200,22,8,1372,-200,497,-200,1883,1573,20,0
18/10/2004,17.00.00,-200,1610,-200,36,5,1697,-200,407,-200,2287,1810,19,7
18/10/2004,18.00.00,-200,1612,-200,38,8,1745,-200,398,-200,2357,1834,19,3
18/10/2004,19.00.00,-200,1520,-200,32,3,1604,-200,436,-200,2161,1672,18,5
18/10/2004,20.00.00,-200,1489,-200,29,3,1534,-200,444,-200,2080,1686,17,8
18/10/2004,21.00.00,-200,1181,-200,14,2,1124,-200,597,-200,1606,1302,17,6
18/10/2004,22.00.00,-200,995,-200,8,0,898,-200,761,-200,1409,1023,17,5
18/10/2004,23.00.00,-200,998,-200,7,4,875,-200,779,-200,1380,992,16,5
19/10/2004,00.00.00,-200,984,-200,7,2,864,-200,788,-200,1371,960,16,2
19/10/2004,01.00.00,-200,1022,-200,8,0,898,-200,746,-200,1414,955,14,9
19/10/2004,02.00.00,-200,951,-200,6,5,835,-200,788,-200,1354,887,14,1
19/10/2004,03.00.00,-200,910,-200,5,2,773,-200,842,-200,1303,851,14,0
19/10/2004,04.00.00,-200,932,-200,5,6,792,-200,818,-200,1323,903,14,9
19/10/2004,05.00.00,-200,974,-200,7,0,859,-200,772,-200,1383,954,15,2
19/10/2004,06.00.00,-200,1117,-200,11,5,1031,-200,669,-200,1528,1107,15,2
19/10/2004,07.00.00,-200,1367,-200,21,7,1343,-200,517,-200,1852,1442,15,2
19/10/2004,08.00.00,-200,1583,-200,37,9,1726,-200,404,-200,2316,1818,15,8
19/10/2004,09.00.00,-200,1526,-200,30,1,1552,-200,441,-200,2074,1802,16,6
19/10/2004,10.00.00,-200,1399,-200,24,5,1416,-200,485,-200,1894,1671,17,6
19/10/2004,11.00.00,-200,1436,-200,25,2,1435,-200,479,-200,1911,1710,18,3
19/10/2004,12.00.00,-200,1455,-200,26,5,1468,-200,474,-200,1945,1746,19,4
19/10/2004,13.00.00,-200,1311,-200,19,6,1286,-200,544,-200,1760,1495,20,9
19/10/2004,14.00.00,-200,1174,-200,13,4,1097,-200,640,-200,1596,1203,22,0
19/10/2004,15.00.00,-200,1242,-200,15,3,1158,-200,602,-200,1682,1252,22,8
19/10/2004,16.00.00,-200,1267,-200,15,1,1151,-200,593,-200,1671,1528,21,7
19/10/2004,17.00.00,-200,1401,-200,21,1,1326,-200,530,-200,1887,1629,21,3
19/10/2004,18.00.00,-200,1428,-200,23,6,1393,-200,490,-200,1976,1608,21,2
19/10/2004,19.00.00,-200,1478,-200,25,7,1447,-200,474,-200,2017,1664,21,2
19/10/2004,20.00.00,-200,1518,-200,27,2,1483,-200,454,-200,2098,1666,20,8
19/10/2004,21.00.00,-200,1468,-200,24,4,1415,-200,470,-200,1985,1594,19,9
19/10/2004,22.00.00,-200,1369,-200,20,3,1305,-200,513,-200,1851,1421,18,8
19/10/2004,23.00.00,-200,1244,-200,14,8,1141,-200,571,-200,1671,1337,19,2
20/10/2004,00.00.00,-200,1217,-200,12,8,1077,-200,603,-200,1628,1270,19,0
20/10/2004,01.00.00,-200,1103,-200,10,0,979,-200,666,-200,1520,1156,19,5
20/10/2004,02.00.00,-200,1118,-200,9,3,951,-200,675,-200,1509,1124,19,4
20/10/2004,03.00.00,-200,1087,-200,9,3,950,-200,684,-200,1519,1049,18,4
20/10/2004,04.00.00,-200,1069,-200,8,8,931,-200,688,-200,1508,1044,18,7
20/10/2004,05.00.00,-200,1112,-200,10,2,985,-200,645,-200,1544,1109,18,4
20/10/2004,06.00.00,-200,1196,-200,13,1,1086,-200,594,-200,1659,1224,18,5
20/10/2004,07.00.00,-200,1522,-200,26,1,1457,-200,458,-200,2043,1611,18,8
20/10/2004,08.00.00,-200,1715,-200,37,9,1728,-200,371,-200,2376,2004,19,9
20/10/2004,09.00.00,-200,1582,-200,26,2,1459,-200,448,-200,2036,1776,21,3
20/10/2004,10.00.00,-200,1494,-200,23,1,1379,-200,467,-200,1965,1723,23,0
20/10/2004,11.00.00,-200,1631,-200,26,0,1455,-200,438,-200,2027,1916,22,4
20/10/2004,12.00.00,-200,1650,-200,28,1,1506,-200,424,-200,2093,1955,23,8
20/10/2004,13.00.00,-200,1640,-200,28,0,1503,-200,431,-200,2094,1894,24,7
20/10/2004,14.00.00,-200,1589,-200,24,6,1418,-200,452,-200,2015,1823,25,4
20/10/2004,15.00.00,-200,1538,-200,22,4,1362,-200,473,-200,1924,1793,25,7
20/10/2004,16.00.00,4,7,1597,-200,30,9,1573,652,424,167,2307,1956,24
20/10/2004,17.00.00,8,1884,-200,43,7,1846,895,348,194,2595,2203,24,6
20/10/2004,18.00.00,7,7,1835,-200,40,0,1770,826,358,172,2474,2073,23
20/10/2004,19.00.00,6,8,1759,-200,35,9,1684,648,373,134,2378,1923,23
20/10/2004,20.00.00,6,1666,-200,30,1,1553,629,409,130,2170,1780,22,4
20/10/2004,21.00.00,4,7,1506,-200,22,3,1360,529,458,113,1944,1609,22
20/10/2004,22.00.00,3,4,1378,-200,17,7,1229,405,511,99,1820,1466,21
20/10/2004,23.00.00,3,9,1448,-200,19,5,1283,461,496,109,1877,1504,21
21/10/2004,00.00.00,4,4,1481,-200,22,3,1359,486,467,105,1957,1518,21
21/10/2004,01.00.00,3,3,1289,-200,15,4,1161,335,552,91,1765,1289,21
21/10/2004,02.00.00,2,1109,-200,9,3,951,210,664,77,1570,1076,20,8
21/10/2004,03.00.00,1,5,994,-200,6,0,812,-200,784,-200,1453,947,21
21/10/2004,04.00.00,-200,1015,-200,6,6,839,99,754,59,1473,970,21,4
21/10/2004,05.00.00,0,8,966,-200,5,1,771,149,830,60,1420,900,21
21/10/2004,06.00.00,1,3,1088,-200,8,8,932,203,706,72,1565,1034,21
21/10/2004,07.00.00,2,7,1303,-200,16,6,1198,332,578,83,1791,1235,21
21/10/2004,08.00.00,3,6,1440,-200,24,3,1412,446,494,104,2016,1455,22
21/10/2004,09.00.00,3,6,1392,-200,20,6,1313,524,517,119,1866,1478,22
21/10/2004,10.00.00,2,6,1248,-200,15,6,1167,347,572,105,1704,1393,25
21/10/2004,11.00.00,2,1197,-200,12,2,1058,273,634,91,1626,1237,27,0
21/10/2004,12.00.00,3,3,1357,-200,17,7,1230,404,542,103,1834,1373,25
21/10/2004,13.00.00,2,6,1263,-200,14,8,1143,-200,578,-200,1736,1310,26
21/10/2004,14.00.00,2,1,1261,-200,15,0,1148,312,585,111,1733,1287,27
21/10/2004,15.00.00,2,9,1382,-200,16,7,1200,369,539,101,1807,1413,26
21/10/2004,16.00.00,3,1400,-200,17,7,1230,362,519,102,1864,1483,26,5
21/10/2004,17.00.00,3,2,1443,-200,20,9,1322,335,488,101,1933,1539,27
21/10/2004,18.00.00,4,4,1630,-200,28,7,1520,447,427,118,2166,1691,25
21/10/2004,19.00.00,6,1720,-200,34,8,1661,576,382,120,2403,1846,25,1
21/10/2004,20.00.00,5,1600,-200,27,5,1492,486,432,107,2160,1665,24,7
21/10/2004,21.00.00,4,3,1525,-200,24,9,1427,439,450,104,2085,1577,23
21/10/2004,22.00.00,4,3,1544,-200,24,2,1409,462,448,91,2048,1603,22
21/10/2004,23.00.00,4,2,1455,-200,22,2,1357,441,466,91,1964,1530,21
22/10/2004,00.00.00,2,2,1203,-200,13,2,1090,223,593,74,1655,1205,21
22/10/2004,01.00.00,1,3,1038,-200,7,9,895,126,714,63,1474,999,21
22/10/2004,02.00.00,1,975,-200,5,9,807,116,788,57,1423,904,20,3
22/10/2004,03.00.00,0,7,917,-200,4,1,714,-200,870,-200,1355,843,20
22/10/2004,04.00.00,-200,930,-200,4,6,741,125,849,48,1392,843,19,6
22/10/2004,05.00.00,0,9,960,-200,5,8,804,198,802,49,1435,886,18
22/10/2004,06.00.00,1,982,-200,6,5,834,185,770,55,1435,911,19,8
22/10/2004,07.00.00,2,8,1359,-200,19,5,1282,425,541,78,1912,1319,19
22/10/2004,08.00.00,4,1,1500,-200,28,0,1503,465,437,91,2158,1927,20
22/10/2004,09.00.00,2,9,1315,-200,18,7,1261,341,535,88,1830,1554,22
22/10/2004,10.00.00,2,7,1307,-200,18,3,1248,316,525,83,1787,1565,22
22/10/2004,11.00.00,2,1,1235,-200,14,3,1125,241,574,81,1704,1462,24
22/10/2004,12.00.00,2,4,1310,-200,16,5,1194,266,538,83,1781,1487,24
22/10/2004,13.00.00,3,8,1459,-200,22,9,1375,412,467,111,2007,1690,26
22/10/2004,14.00.00,3,7,1461,-200,22,3,1358,394,474,112,2033,1603,26
22/10/2004,15.00.00,3,7,1476,-200,22,0,1352,365,474,112,1996,1568,26
22/10/2004,16.00.00,5,5,1612,-200,27,7,1496,548,429,137,2127,1743,26
22/10/2004,17.00.00,5,4,1654,-200,29,8,1546,494,435,152,2176,2007,26
22/10/2004,18.00.00,8,4,1808,-200,40,0,1771,686,373,163,2486,2235,24
22/10/2004,19.00.00,6,8,1681,-200,35,1,1666,556,397,135,2339,1998,23
22/10/2004,20.00.00,4,5,1494,-200,25,5,1443,467,454,119,2020,1795,22
22/10/2004,21.00.00,2,5,1251,-200,13,7,1107,297,579,91,1657,1407,21
22/10/2004,22.00.00,1,6,1132,-200,9,7,965,164,669,74,1502,1211,21
22/10/2004,23.00.00,1,7,1158,-200,9,8,970,196,664,73,1509,1202,20
23/10/2004,00.00.00,1,7,1146,-200,10,1,983,201,673,71,1518,1136,20
23/10/2004,01.00.00,1,1,993,-200,6,0,813,132,792,57,1413,946,19
23/10/2004,02.00.00,1,989,-200,6,0,814,146,800,51,1418,915,19,1
23/10/2004,03.00.00,0,8,943,-200,4,6,746,-200,852,-200,1374,864,19
23/10/2004,04.00.00,-200,910,-200,4,0,712,94,872,42,1341,836,19,6
23/10/2004,05.00.00,0,7,925,-200,4,6,742,127,876,43,1381,842,18
23/10/2004,06.00.00,1,2,1039,-200,7,6,882,217,724,52,1473,1002,18
23/10/2004,07.00.00,2,3,1208,-200,13,6,1104,394,598,65,1699,1165,17
23/10/2004,08.00.00,3,1268,-200,16,0,1179,511,545,69,1753,1294,18,2
23/10/2004,09.00.00,3,3,1353,-200,18,9,1265,523,507,91,1833,1475,20
23/10/2004,10.00.00,2,8,1317,-200,15,7,1171,471,542,92,1727,1436,21
23/10/2004,11.00.00,3,1356,-200,16,2,1187,441,534,102,1738,1465,23,3
23/10/2004,12.00.00,3,4,1414,-200,19,4,1279,414,504,118,1854,1583,25
23/10/2004,13.00.00,3,1326,-200,16,9,1206,317,533,111,1785,1432,25,4
23/10/2004,14.00.00,2,3,1211,-200,12,5,1067,230,609,101,1608,1270,26
23/10/2004,15.00.00,3,1,1324,-200,15,8,1173,365,564,119,1749,1354,27
23/10/2004,16.00.00,3,1324,-200,16,0,1181,360,565,115,1747,1318,27,2
23/10/2004,17.00.00,3,3,1361,-200,16,3,1189,420,549,120,1776,1351,25
23/10/2004,18.00.00,4,1475,-200,21,0,1324,475,490,115,1925,1530,23,3
23/10/2004,19.00.00,4,6,1537,-200,23,1,1381,526,469,118,2016,1615,22
23/10/2004,20.00.00,4,1,1413,-200,17,7,1231,460,520,117,1853,1415,21
23/10/2004,21.00.00,2,3,1229,-200,12,2,1055,255,607,96,1668,1219,21
23/10/2004,22.00.00,2,6,1297,-200,14,6,1136,283,567,89,1725,1307,20
23/10/2004,23.00.00,2,6,1302,-200,13,1,1088,271,594,84,1639,1297,20
24/10/2004,00.00.00,2,9,1347,-200,15,5,1165,315,573,97,1741,1321,19
24/10/2004,01.00.00,2,1,1165,-200,11,8,1042,227,631,68,1621,1133,19
24/10/2004,02.00.00,2,1,1155,-200,10,9,1012,243,633,66,1577,1124,19
24/10/2004,03.00.00,1,5,1050,-200,8,4,916,-200,696,-200,1512,997,19
24/10/2004,04.00.00,-200,1035,-200,7,0,855,142,731,51,1467,952,18,7
24/10/2004,05.00.00,1,4,1057,-200,8,6,925,139,684,48,1503,972,18
24/10/2004,06.00.00,1,2,1029,-200,7,5,880,182,709,47,1451,965,17
24/10/2004,07.00.00,1,5,1037,-200,8,1,902,196,704,48,1481,984,17
24/10/2004,08.00.00,0,9,920,-200,4,8,755,108,853,45,1359,880,20
24/10/2004,09.00.00,1,4,1080,-200,7,8,891,175,732,59,1477,1001,19
24/10/2004,10.00.00,2,1,1152,-200,9,7,966,266,661,84,1542,1137,21
24/10/2004,11.00.00,1,6,1085,-200,8,4,918,179,721,72,1467,1023,24
24/10/2004,12.00.00,1,5,1071,-200,7,6,882,154,745,68,1431,962,25
24/10/2004,13.00.00,1,1,1000,-200,5,9,807,95,811,52,1376,825,25
24/10/2004,14.00.00,1,4,1058,-200,7,4,875,151,756,70,1421,877,24
24/10/2004,15.00.00,2,1184,-200,10,1,983,230,667,90,1537,1046,25,3
24/10/2004,16.00.00,2,1189,-200,9,7,965,239,670,87,1533,1060,26,5
24/10/2004,17.00.00,2,5,1277,-200,11,8,1043,306,614,99,1631,1155,25
24/10/2004,18.00.00,4,3,1482,-200,20,3,1305,472,503,128,1874,1464,22
24/10/2004,19.00.00,5,2,1555,-200,24,3,1410,532,464,127,1971,2185,21
24/10/2004,20.00.00,3,4,1324,-200,15,6,1168,375,568,99,1716,1959,21
24/10/2004,21.00.00,1,3,1015,-200,7,3,869,147,747,72,1439,1375,21
24/10/2004,22.00.00,1,2,1010,-200,7,1,860,118,768,62,1450,1212,20
24/10/2004,23.00.00,1,7,1081,-200,9,0,938,181,697,62,1517,1273,18
25/10/2004,00.00.00,1,7,1071,-200,8,9,936,209,695,63,1516,1249,17
25/10/2004,01.00.00,1,4,1014,-200,7,2,864,167,745,56,1474,1097,16
25/10/2004,02.00.00,0,9,891,-200,4,4,735,112,878,44,1353,933,16
25/10/2004,03.00.00,0,7,874,-200,4,1,715,-200,889,-200,1315,858,15
25/10/2004,04.00.00,-200,882,-200,4,3,729,108,875,37,1319,870,15,5
25/10/2004,05.00.00,0,9,940,-200,5,9,806,181,800,48,1392,1013,16
25/10/2004,06.00.00,1,2,1020,-200,7,2,866,253,749,59,1440,1087,15
25/10/2004,07.00.00,3,2,1316,-200,18,5,1253,521,527,77,1780,1566,16
25/10/2004,08.00.00,4,4,1423,-200,25,0,1429,649,467,88,1998,1631,16
25/10/2004,09.00.00,3,5,1314,-200,18,8,1262,516,531,111,1754,1564,18
25/10/2004,10.00.00,3,2,1317,-200,19,5,1283,487,518,114,1812,1601,20
25/10/2004,11.00.00,3,1305,-200,18,2,1245,529,524,108,1742,1539,19,3
25/10/2004,12.00.00,3,5,1351,-200,20,0,1298,565,498,111,1821,1577,20
25/10/2004,13.00.00,4,1438,-200,24,8,1425,558,451,126,1971,1732,21,4
25/10/2004,14.00.00,3,8,1454,-200,23,1,1380,568,457,117,1947,1672,21
25/10/2004,15.00.00,4,2,1512,-200,25,5,1441,605,432,119,2034,1744,21
25/10/2004,16.00.00,5,1584,-200,32,0,1597,666,392,125,2176,1845,21,6
25/10/2004,17.00.00,7,9,1816,-200,46,3,1897,814,330,158,2641,2164,21
25/10/2004,18.00.00,8,4,1824,-200,44,5,1862,860,340,149,2567,2106,21
25/10/2004,19.00.00,8,1744,-200,41,0,1793,820,352,136,2469,2007,20,0
25/10/2004,20.00.00,6,4,1588,-200,32,5,1610,742,400,112,2230,1791,19
25/10/2004,21.00.00,3,5,1319,-200,19,1,1273,492,511,87,1806,1444,18
25/10/2004,22.00.00,3,5,1313,-200,19,6,1285,464,505,82,1803,1373,17
25/10/2004,23.00.00,1,9,1073,-200,10,7,1005,258,661,67,1488,1110,18
26/10/2004,00.00.00,2,2,1119,-200,12,2,1056,311,624,68,1562,1099,17
26/10/2004,01.00.00,1,6,989,-200,8,0,900,231,737,60,1401,968,16
26/10/2004,02.00.00,1,912,-200,5,5,788,127,822,48,1331,847,15,5
26/10/2004,03.00.00,1,904,-200,5,5,787,-200,820,-200,1319,852,15,3
26/10/2004,04.00.00,-200,851,-200,4,3,726,124,897,42,1277,799,15,0
26/10/2004,05.00.00,0,9,902,-200,5,9,809,138,835,46,1355,834,14
26/10/2004,06.00.00,1,4,981,-200,8,6,923,228,730,54,1425,956,15
26/10/2004,07.00.00,3,1267,-200,18,7,1260,383,572,82,1776,1259,16,2
26/10/2004,08.00.00,4,5,1392,-200,25,0,1429,581,469,93,1990,1494,16
26/10/2004,09.00.00,3,8,1308,-200,19,6,1285,545,522,95,1781,1458,17
26/10/2004,10.00.00,3,4,1313,-200,20,8,1318,593,511,120,1820,1491,18
26/10/2004,11.00.00,3,5,1350,-200,20,1,1299,602,518,132,1784,1560,20
26/10/2004,12.00.00,4,4,1477,-200,26,7,1471,624,455,146,2031,1750,22
26/10/2004,13.00.00,4,1409,-200,23,6,1393,546,484,157,1874,1709,24,6
26/10/2004,14.00.00,4,5,1495,-200,26,4,1465,597,451,158,2043,1786,24
26/10/2004,15.00.00,5,3,1606,-200,30,9,1573,688,419,175,2165,1900,24
26/10/2004,16.00.00,5,8,1669,-200,32,8,1615,760,404,166,2232,1963,24
26/10/2004,17.00.00,8,4,1822,-200,45,9,1890,918,347,187,2641,2161,23
26/10/2004,18.00.00,9,5,1908,-200,52,1,2007,952,325,180,2775,2372,22
26/10/2004,19.00.00,6,2,1664,-200,36,6,1699,685,385,134,2305,2062,22
26/10/2004,20.00.00,5,1465,-200,24,0,1404,561,468,127,1962,1736,22,6
26/10/2004,21.00.00,2,1,1076,-200,9,8,972,239,691,95,1506,1192,21
26/10/2004,22.00.00,1,4,1055,-200,7,9,895,175,758,79,1468,1043,19
26/10/2004,23.00.00,1,6,1075,-200,7,5,878,169,734,78,1495,948,17
27/10/2004,00.00.00,2,1135,-200,9,2,948,215,685,80,1569,992,17,6
27/10/2004,01.00.00,1,2,998,-200,5,7,799,115,786,67,1435,867,17
27/10/2004,02.00.00,0,8,953,-200,4,4,734,94,861,61,1401,825,17
27/10/2004,03.00.00,0,6,926,-200,3,9,708,-200,874,-200,1381,803,17
27/10/2004,04.00.00,-200,895,-200,3,1,656,80,946,51,1343,786,17,0
27/10/2004,05.00.00,0,7,967,-200,5,1,767,132,833,56,1416,866,16
27/10/2004,06.00.00,1,7,1164,-200,10,5,997,295,641,68,1606,1113,17
27/10/2004,07.00.00,3,4,1421,-200,20,6,1313,517,502,101,1983,1384,18
27/10/2004,08.00.00,4,9,1465,-200,28,5,1515,555,454,119,2119,1516,18
27/10/2004,09.00.00,2,7,1189,-200,12,7,1075,429,614,108,1652,1222,18
27/10/2004,10.00.00,3,2,1278,-200,16,1,1182,561,585,132,1734,1354,19
27/10/2004,11.00.00,2,7,1169,-200,14,9,1144,427,611,130,1666,1291,21
27/10/2004,12.00.00,3,2,1214,-200,16,8,1203,445,580,129,1739,1308,20
27/10/2004,13.00.00,4,1,1351,-200,21,8,1345,538,502,117,1923,1420,19
27/10/2004,14.00.00,3,6,1340,-200,18,6,1256,556,537,119,1842,1297,18
27/10/2004,15.00.00,2,8,1157,-200,14,5,1131,370,623,113,1675,1157,19
27/10/2004,16.00.00,2,1,1118,-200,13,4,1096,257,647,102,1649,1130,19
27/10/2004,17.00.00,2,4,1150,-200,15,8,1173,266,608,101,1711,1195,20
27/10/2004,18.00.00,3,6,1247,-200,20,7,1315,403,544,116,1874,1341,19
27/10/2004,19.00.00,2,6,1194,-200,16,6,1198,275,587,101,1732,1228,19
27/10/2004,20.00.00,2,8,1184,-200,15,3,1157,338,586,94,1685,1273,18
27/10/2004,21.00.00,1,4,990,-200,8,0,898,176,748,75,1442,1006,17
27/10/2004,22.00.00,1,1,933,-200,5,8,803,159,842,69,1369,898,17
27/10/2004,23.00.00,1,3,968,-200,7,0,858,147,796,60,1388,894,16
28/10/2004,00.00.00,0,9,861,-200,4,5,735,99,925,58,1287,789,16
28/10/2004,01.00.00,1,904,-200,5,2,774,98,878,51,1329,805,15,7
28/10/2004,02.00.00,0,9,866,-200,4,4,734,109,899,45,1299,770,14
28/10/2004,03.00.00,0,7,881,-200,4,2,724,-200,913,-200,1277,776,14
28/10/2004,04.00.00,-200,838,-200,3,8,700,112,936,41,1268,744,14,6
28/10/2004,05.00.00,0,8,905,-200,5,2,776,163,851,48,1327,825,15
28/10/2004,06.00.00,1,6,1055,-200,10,0,977,326,703,61,1506,1013,15
28/10/2004,07.00.00,3,4,1328,-200,20,0,1296,640,527,88,1829,1341,15
28/10/2004,08.00.00,4,4,1401,-200,25,8,1449,736,477,102,1969,1528,16
28/10/2004,09.00.00,3,5,1291,-200,20,0,1296,667,529,97,1752,1432,16
28/10/2004,10.00.00,3,4,1316,-200,20,6,1314,677,526,116,1780,1499,18
28/10/2004,11.00.00,2,4,1116,-200,12,2,1057,425,639,112,1532,1236,20
28/10/2004,12.00.00,2,3,1139,-200,13,1,1088,349,625,101,1580,1180,20
28/10/2004,13.00.00,2,6,1165,-200,14,5,1131,332,609,99,1640,1196,21
28/10/2004,14.00.00,2,9,1260,-200,17,5,1224,412,571,113,1731,1301,21
28/10/2004,15.00.00,4,4,1475,-200,25,9,1451,631,455,122,1991,1646,20
28/10/2004,16.00.00,5,1521,-200,26,6,1470,677,446,139,1977,1720,21,3
28/10/2004,17.00.00,6,5,1633,-200,35,3,1671,761,398,149,2271,1852,20
28/10/2004,18.00.00,5,9,1463,-200,28,2,1508,650,468,136,2092,1670,20
28/10/2004,19.00.00,2,7,1140,-200,14,2,1122,262,619,103,1602,1208,19
28/10/2004,20.00.00,2,5,1147,-200,12,4,1065,292,651,112,1562,1160,19
28/10/2004,21.00.00,1,5,988,-200,6,6,839,177,805,88,1382,937,20
28/10/2004,22.00.00,1,924,-200,4,8,754,103,890,63,1327,783,20,4
28/10/2004,23.00.00,1,2,950,-200,5,4,782,127,862,69,1331,807,20
29/10/2004,00.00.00,1,926,-200,4,3,727,119,925,65,1326,729,19,9
29/10/2004,01.00.00,0,8,879,-200,2,9,645,83,1023,50,1288,612,18
29/10/2004,02.00.00,0,6,864,-200,2,5,621,65,1073,43,1286,574,18
29/10/2004,03.00.00,0,6,868,-200,2,2,596,-200,1092,-200,1276,579,18
29/10/2004,04.00.00,-200,894,-200,2,7,636,84,1010,56,1308,687,18,2
29/10/2004,05.00.00,1,1,1009,-200,6,1,816,200,799,69,1430,856,18
29/10/2004,06.00.00,1,3,1069,-200,7,7,889,242,738,91,1469,976,19
29/10/2004,07.00.00,2,9,1311,-200,15,9,1178,366,574,111,1769,1208,20
29/10/2004,08.00.00,3,7,1370,-200,22,8,1372,404,485,124,1945,1400,20
29/10/2004,09.00.00,3,1246,-200,16,6,1197,429,566,119,1746,1278,21,9
29/10/2004,10.00.00,1,4,1039,-200,8,4,917,169,735,77,1467,934,23
29/10/2004,11.00.00,2,6,1296,-200,13,9,1113,419,604,101,1736,1073,19
29/10/2004,12.00.00,4,2,1523,-200,24,9,1428,603,458,116,2114,1363,20
29/10/2004,13.00.00,5,1,1424,-200,22,4,1361,589,484,137,1983,1346,20
29/10/2004,14.00.00,5,5,1513,-200,26,1,1457,706,463,163,2125,1393,19
29/10/2004,15.00.00,4,5,1338,-200,18,1,1244,592,558,144,1847,1255,20
29/10/2004,16.00.00,2,7,1214,-200,13,9,1113,305,616,118,1664,1213,20
29/10/2004,17.00.00,3,1,1290,-200,18,5,1253,371,550,135,1807,1332,20
29/10/2004,18.00.00,4,2,1353,-200,20,9,1323,465,519,129,1860,1430,20
29/10/2004,19.00.00,3,1,1130,-200,12,9,1082,390,647,128,1591,1102,18
29/10/2004,20.00.00,1,7,969,-200,6,7,843,227,828,103,1375,895,18
29/10/2004,21.00.00,1,8,1038,-200,7,0,856,284,801,116,1415,905,17
29/10/2004,22.00.00,1,7,1020,-200,7,3,869,211,793,95,1410,869,17
29/10/2004,23.00.00,2,1,1097,-200,9,1,944,297,716,107,1489,982,17
30/10/2004,00.00.00,2,4,1123,-200,9,9,973,351,690,108,1520,999,17
30/10/2004,01.00.00,1,8,1023,-200,6,9,851,259,782,94,1413,881,16
30/10/2004,02.00.00,1,5,1015,-200,6,5,833,214,786,84,1400,868,16
30/10/2004,03.00.00,1,4,979,-200,5,9,805,-200,809,-200,1383,843,16
30/10/2004,04.00.00,-200,931,-200,5,4,784,173,826,72,1372,833,16,9
30/10/2004,05.00.00,1,922,-200,5,4,783,192,857,76,1367,825,16,7
30/10/2004,06.00.00,1,4,989,-200,7,8,891,237,762,82,1453,901,16
30/10/2004,07.00.00,2,4,1149,-200,13,6,1103,413,622,94,1662,1090,16
30/10/2004,08.00.00,3,1,1202,-200,15,4,1160,455,585,102,1723,1165,16
30/10/2004,09.00.00,3,1206,-200,14,4,1131,493,592,106,1675,1201,17,4
30/10/2004,10.00.00,2,7,1224,-200,14,3,1126,482,596,108,1656,1231,18
30/10/2004,11.00.00,4,1371,-200,20,3,1305,599,521,152,1845,1461,21,2
30/10/2004,12.00.00,3,7,1327,-200,18,7,1259,481,539,160,1826,1434,22
30/10/2004,13.00.00,3,4,1301,-200,17,3,1218,406,553,133,1806,1399,22
30/10/2004,14.00.00,3,4,1301,-200,16,9,1208,419,560,147,1781,1417,23
30/10/2004,15.00.00,3,2,1314,-200,16,4,1191,387,564,135,1777,1395,23
30/10/2004,16.00.00,3,9,1394,-200,19,1,1272,461,526,135,1869,1442,22
